train/1@N18/56783.jpg,Whether Season Spring color,brazil color rio brasil riodejaneiro claudiolara copabacana sunsetinrio brasll brazll praiasdorio rio2016 clcclc clcrio clcbr amanhecernorio claudiol clccam claudiorio atraesdorio carnivalbyclaudio arcosdalapabyclaudio santateresabyclaudio carnavalbyclaudio estradadavistachinesa rio450 vbistachinesa rio450anos flickrbyclaudio lapabyclaudio rlodejaneiro avenidapresidentevargasbyclaudio rlodejanelro claudiobatman ciadedorio sunrisainrio braekingdawninrio parambulando,Avenida Presidente Vargas - Amanhecendo no Rio - sunrise #COPABACANA,0,0,1.5305,0.3322,1.9942,0.3929,1.094725384,1.380725038,1.665467671,1.276318118,0
train/1@N18/75638.jpg,Whether Season Spring color,brazil color rio brasil riodejaneiro claudiolara copabacana sunsetinrio brasll brazll praiasdorio rio2016 clcclc clcrio clcbr amanhecernorio claudiol clccam claudiorio atraesdorio carnivalbyclaudio arcosdalapabyclaudio santateresabyclaudio carnavalbyclaudio estradadavistachinesa rio450 vbistachinesa rio450anos flickrbyclaudio lapabyclaudio rlodejaneiro avenidapresidentevargasbyclaudio rlodejanelro claudiobatman ciadedorio sunrisainrio braekingdawninrio parambulando,Avenida Presidente Vargas - Rio de Janeiro Downtown   #RioDeJaneiro #Rio450 #Rio2016 #Rio450anos,0,0,1.5305,0.3322,1.9942,0.3929,1.094725384,1.739333223,1.93711763,0.273405195,0
train/1@N18/82051.jpg,Fashion Sneakers nike,nike adidas runclub reebok mizuno claudiolara nikerio brasll brazll cludiolara claudiol jardimbotnicobyclaudio rlodejaneiro rlodejanelro adidasmaiselegante mizunomelhor runningshoebyclaudio,SELFEET num REJUNTE DE POESIA - Parque Lage - Rio de Janeiro  #CLAUDIOperambulando,0,0,1.5105,0.3322,1.9942,0.3929,0.115370007,1.575223838,-0.021123388,0.079097128,0
train/15533@N29/403081.jpg,Travel Active Sports Bodybuilding grow,light shadow macro green composition waiting bokeh 4 grow seed soil shade crop marker basil tray 24 60mm herb fujixpro1,Tray 4,0,0,1.4839,1.2701,0.6732,0.1526,0.31062385,-1.028421072,0.721141771,-0.506496788,0
train/51629@N89/403289.jpg,Entertainment Books words,words solaris200 canona114,lr F1000038,0,0,1.4885,-1.3103,-0.1854,-0.5014,-1.789758746,-0.46093423,0.368850071,-1.044561514,0
train/51745@N52/404330.jpg,Fashion Jewelry crystals,pet spring squirrel friend crystals carving quartz,Since spring is in the air. this is a quartz crystal carving of our pet Mendel. #quartz #spring #squirrel #crystals #carving #pet #friend,0,0,1.4859,-0.2039,-0.8646,-0.5494,-0.911788884,2.110510674,0.605675656,0.160509538,0
train/51753@N31/404442.jpg,Whether Season Raining puddle,carnival reflection puddle sonya7ii,,0,0,1.4902,-0.2039,-0.8646,-0.5494,-1.507115581,-3.07718837,0.306880544,0.596599532,0
train/51786@N3/404713.jpg,Holiday Celebrations Halloween pumpkin,food pumpkin naturallight melbourne vegies freshproduce foodphotography alienskin foodstyling nikond600 exposure7 miyukimardon,pumpkin,0,0,1.495,-0.0507,0.1504,-0.0177,-0.296823922,-0.887831461,1.06595268,-0.51855891,0
train/51840@N51/405321.jpg,Animal Dogs pup,arnhem rob seal nl pup burgerszoo sealpup zeehond ringedseal ringelrob baltischeringelrob,Ringed seal pup,0,0,1.4865,1.3637,1.5368,0.3261,-0.398209439,-0.158045824,1.234042293,-0.68857674,0
train/47895@N11/405896.jpg,Food Dessert tasty,vegetables tasty delicious homemade organic tomatosauce healthfood 2016 iphoneography renateeurope ipadair2,#homemade #tomatosauce,0,0,1.497,0.0533,0.8952,0.3396,-0.398209439,0.224042171,0.422882418,0.447545173,0
train/24872@N52/406094.jpg,Holiday Celebrations Thanksgiving thankful,gold jewelry charm bracelet thankful gratitude lawofattraction,Gratitude Necklace,0,0,1.4943,-0.2039,-0.8646,-0.5494,-0.911788884,0.022888114,1.498469419,-0.214398382,0
